AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
0,4,31,640,38
1,2,22,1291,86
0,1,9,640,296
0,3,13,640,104
0,1,11,640,220
0,4,24,640,104
1,4,23,846,38
0,1,11,640,149
1,3,24,1066,330
0,5,23,640,86
1,3,13,518,88
1,3,24,847,88
1,2,23,27,329
0,3,28,637,38
1,3,24,695,276
1,4,13,847,38
0,4,23,640,5
0,2,9,640,63
0,5,24,640,104
0,1,23,640,41
1,4,21,1066,130
1,2,26,307,89
1,1,16,450,274
1,1,9,847,38
1,4,25,696,114
1,4,26,811,318
0,2,14,640,216
0,1,11,640,216
0,3,13,637,111
0,5,24,640,342
1,4,32,320,98
1,1,24,1312,226
1,3,23,1066,289
1,3,23,1066,38
0,1,30,632,296
1,3,27,450,359
0,3,15,640,5
1,1,24,125,99
0,1,24,632,216
0,5,23,640,111
1,3,11,450,253
1,3,16,869,5
0,2,9,640,216
0,4,23,637,139
0,2,14,637,195
1,2,24,1300,5
1,3,25,248,38
0,3,13,640,220
1,4,27,847,38
1,1,9,847,318
0,1,9,640,220
1,1,30,1197,36
1,3,23,450,320
0,4,14,640,41
1,4,24,450,5
0,2,13,639,104
1,3,24,696,36
0,4,14,640,296
0,3,27,637,68
0,3,23,640,168
1,4,34,1319,320
0,3,16,637,38
1,4,23,1066,128
1,4,23,450,38
0,4,14,640,216
1,4,28,1066,330
1,3,24,27,320
1,4,25,307,330
0,4,14,640,167
1,3,23,450,38
1,3,34,811,307
0,1,23,640,318
0,4,14,640,296
1,4,25,298,38
0,4,26,640,111
1,2,18,1066,38
1,3,30,806,38
1,4,24,1077,38
1,4,25,720,131
0,3,14,640,104
0,4,13,640,296
0,4,13,640,296
0,3,13,640,68
1,1,29,450,88
0,3,34,640,167
1,1,16,1066,86
0,1,24,640,291
0,3,21,640,111
1,3,22,943,38
1,4,27,333,289
0,4,15,640,38
1,2,15,696,252
0,3,14,639,220
0,3,23,1251,211
1,3,26,450,187
1,3,26,811,320
1,3,24,437,88
0,5,7,640,38
1,3,16,585,163
1,4,27,1066,324
1,4,32,1197,36
0,1,16,640,320
0,4,13,640,296
1,4,26,74,70
0,1,8,1251,211
1,3,37,1221,320
0,5,9,640,5
1,1,11,450,353
0,3,18,640,5
0,2,14,1251,211
1,4,25,1066,86
0,4,14,640,104
0,4,23,632,5
1,3,16,1040,114
0,3,14,637,68
1,4,22,696,88
1,1,9,112,38
1,4,27,847,5
1,1,27,450,89
0,4,13,640,332
1,4,15,74,76
1,3,19,468,36
1,3,22,1374,203
0,2,7,640,166
1,3,24,131,130
1,3,22,450,274
1,3,24,401,250
1,4,24,847,289
0,1,9,640,216
0,3,13,637,104
0,4,17,640,332
1,3,24,51,165
0,5,10,640,38
0,4,13,640,104
0,4,24,640,5
0,4,24,640,296
0,2,13,632,11
1,3,13,427,99
1,1,24,1066,320
1,4,19,846,5
1,3,25,1066,349
1,4,11,559,307
1,3,28,979,194
0,4,23,640,63
0,3,23,640,320
1,4,15,4,114
1,4,25,773,338
1,3,23,847,289
1,3,25,1238,227
1,4,25,463,38
1,3,24,585,250
1,3,16,847,5
1,4,28,1066,98
1,2,32,450,274
1,2,23,450,38
1,4,23,847,38
1,2,23,596,88
1,3,34,811,329
1,2,27,1236,329
0,1,11,1251,260
1,4,24,463,307
1,3,23,1291,353
0,3,14,640,38
1,4,30,962,88
1,3,19,1116,330
0,1,8,640,5
1,4,27,125,329
0,3,13,640,5
1,4,24,696,253
1,4,27,847,274
1,4,23,846,281
1,4,18,112,5
1,3,16,156,51
0,5,25,640,104
0,4,34,637,296
0,3,16,639,11
0,4,13,640,216
1,4,11,450,307
1,3,11,167,307
1,4,14,975,150
1,4,24,847,358
1,3,23,847,5
0,4,22,640,295
0,3,13,640,267
0,2,13,640,11
1,4,27,1066,226
1,4,24,962,319
1,2,30,847,5
1,3,23,1066,130
1,3,16,401,252
0,2,9,640,216
1,3,26,847,38
1,3,16,720,307
0,2,7,640,38
1,3,13,847,353
1,4,23,61,354
1,3,21,548,289
1,4,24,1066,318
1,4,13,1158,231
1,2,23,847,5
1,3,24,846,5
0,3,13,640,324
0,1,11,640,342
1,4,28,847,5
1,3,23,696,252
0,3,25,1251,211
0,4,34,640,296
1,4,13,1091,5
1,3,24,538,5
1,3,23,847,38
0,1,13,1251,211
1,4,29,74,38
1,4,33,509,250
0,2,9,640,216
0,3,15,640,168
1,4,26,155,307
1,3,16,932,329
1,4,27,167,307
1,3,14,882,289
0,2,10,640,216
1,2,23,1066,86
0,5,7,640,104
1,3,28,450,289
1,4,32,1169,307
1,3,32,671,38
1,4,17,847,329
0,4,14,640,111
0,4,13,640,139
1,2,38,74,89
0,5,55,640,16
1,2,20,853,38
1,3,25,167,38
1,3,27,450,88
1,4,24,153,274
0,5,24,640,332
1,4,23,696,36
1,3,24,365,5
1,4,28,450,37
1,4,24,689,318
0,3,11,637,5
0,4,13,640,104
1,4,26,1146,274
1,1,13,450,137
0,3,18,640,111
1,4,23,401,274
0,4,35,632,296
1,3,23,529,259
0,1,26,1251,260
0,3,18,640,38
1,3,27,847,5
1,4,29,862,358
1,3,23,669,130
0,4,24,640,296
1,2,11,297,38
1,3,24,450,353
0,1,11,640,5
1,4,18,383,88
1,4,13,847,38
1,3,23,847,130
1,3,27,755,86
0,5,2,640,166
1,3,23,55,86
1,3,24,306,89
1,4,11,816,130
1,4,34,988,194
0,4,24,640,139
0,2,27,640,5
0,1,14,640,139
1,2,24,1066,38
0,3,13,637,38
0,2,16,640,216
1,4,28,1115,130
0,2,20,640,186
1,3,30,1302,150
1,3,24,1066,89
0,3,27,337,105
1,3,11,74,98
1,4,29,311,38
1,4,28,559,307
1,4,23,1066,89
1,4,27,27,329
0,4,23,640,139
1,2,35,504,226
1,4,24,1066,353
1,3,23,45,98
1,2,23,450,38
1,4,25,878,252
1,4,25,450,353
0,3,27,1207,41
0,3,25,640,38
0,2,9,640,216
1,4,24,1370,318
1,4,13,401,226
1,3,25,923,318
0,3,24,640,5
1,3,25,307,318
0,1,24,632,216
0,4,14,640,139
1,4,23,450,329
1,3,23,1212,38
1,4,17,847,5
1,3,13,139,210
0,3,27,640,104
0,1,13,640,295
1,4,25,1066,114
0,4,13,1251,214
0,4,13,632,291
0,4,24,637,139
1,4,24,1040,276
1,4,23,481,329
0,3,13,640,41
1,1,17,1066,88
1,4,26,380,38
0,3,15,640,86
1,4,25,696,289
0,2,13,1271,260
1,3,27,650,318
0,3,13,640,220
0,2,9,640,63
0,1,9,640,104
1,4,23,1170,307
0,3,24,640,38
0,4,13,640,220
0,2,3,640,63
1,3,26,847,38
1,3,25,74,350
1,4,17,95,320
0,2,11,640,111
0,3,13,637,11
0,4,23,640,5
1,1,30,1066,89
1,2,20,280,329
1,1,27,847,5
0,4,30,640,111
1,4,24,962,318
0,3,13,640,220
1,4,24,980,84
1,3,23,438,307
1,2,10,504,253
1,2,2,1066,86
1,2,25,306,88
0,4,15,640,104
1,3,24,463,114
1,3,25,1365,25
1,4,15,438,38
1,4,24,463,130
1,3,32,727,307
1,3,23,847,38
0,4,24,640,296
1,4,37,1255,38
1,3,13,696,114
1,3,28,1364,272
1,3,23,101,230
0,1,24,639,149
1,2,13,561,307
1,4,20,846,130
0,4,18,640,296
1,4,23,1066,5
1,1,10,235,226
1,3,16,450,38
0,4,13,637,111
0,1,23,640,5
1,3,16,847,5
1,4,20,696,36
0,5,17,640,216
1,3,24,1158,36
1,4,15,1255,38
1,3,23,1066,38
1,3,16,307,130
1,4,13,365,274
1,3,29,847,5
0,4,23,640,63
0,1,8,637,41
0,1,9,636,5
1,3,27,1066,274
1,3,24,914,338
1,4,24,1066,86
1,1,24,1066,289
1,3,24,45,182
1,4,25,863,5
1,4,23,214,114
0,4,26,640,104
1,3,24,792,324
1,1,23,585,177
0,2,23,640,63
0,2,11,640,38
1,4,15,847,130
1,3,20,1066,130
0,3,11,639,167
1,3,24,1365,36
1,2,13,438,5
1,4,29,248,38
0,3,14,640,5
1,4,25,720,248
0,2,11,640,104
0,4,31,637,5
0,3,23,640,38
1,4,13,585,38
1,2,14,559,274
1,4,27,961,36
0,3,14,640,167
1,4,17,343,223
1,3,24,962,318
0,3,15,640,104
1,3,27,450,25
1,2,17,730,353
1,4,23,788,289
0,1,9,640,68
1,4,26,924,318
1,3,17,1066,88
0,1,9,640,41
1,4,13,731,69
1,4,13,559,289
1,4,23,681,5
1,3,27,111,38
0,1,11,640,104
0,1,13,640,41
0,2,7,640,68
1,3,24,1066,89
0,2,24,640,5
1,4,30,307,98
0,2,14,640,168
1,4,32,74,227
0,2,23,640,216
0,3,27,640,5
0,2,15,640,5
1,3,24,980,36
1,3,25,847,358
1,3,33,1197,25
1,3,24,847,5
1,3,24,450,289
1,2,23,696,88
0,3,11,1250,186
0,2,25,53,38
0,5,7,640,220
1,3,23,847,358
0,4,24,640,216
0,4,14,640,216
1,4,15,847,5
0,1,23,640,104
0,4,29,637,38
1,1,23,438,226
0,3,29,640,38
1,3,16,300,307
0,4,27,637,25
1,3,27,361,179
1,4,34,811,320
1,3,24,468,329
1,4,23,892,38
1,3,24,1342,318
1,4,11,458,88
1,1,24,1066,320
0,2,11,640,38
0,1,25,640,216
1,4,13,847,5
0,4,23,640,104
0,4,14,640,5
1,2,13,847,36
1,2,25,1066,226
1,3,23,450,307
1,3,25,1372,166
1,1,23,696,274
1,4,24,450,178
0,3,13,640,347
1,4,28,862,38
1,3,19,1116,329
0,4,13,640,5
0,5,8,637,320
1,4,24,449,131
0,1,27,640,149
1,3,23,847,5
0,4,25,640,111
0,5,19,640,63
1,3,26,757,5
1,4,16,1105,89
1,2,25,27,98
1,3,24,507,88
1,4,30,449,25
1,1,11,1066,289
1,3,32,696,36
1,4,24,450,48
0,1,9,639,104
1,3,23,453,89
1,4,13,1116,329
1,1,13,720,239
1,3,16,43,353
1,3,25,559,130
1,3,15,793,272
1,2,23,1248,274
1,4,27,55,289
1,4,32,962,318
0,3,18,632,20
0,1,15,640,291
1,3,27,847,25
1,3,19,27,329
1,4,31,1066,38
0,4,13,639,139
0,4,23,838,5
1,3,24,617,36
1,4,24,74,23
1,1,24,1083,5
1,4,35,1083,31
0,1,25,640,38
1,3,13,419,38
0,3,27,640,220
0,4,22,640,296
0,2,14,1251,186
0,3,15,640,5
1,3,24,847,163
1,2,24,737,274
1,3,24,1146,38
1,4,24,714,5
0,4,14,640,296
1,4,26,450,88
1,2,26,1066,122
1,3,26,463,353
0,2,7,640,38
1,4,13,1158,246
1,4,26,450,166
1,4,21,260,274
1,4,26,1066,318
0,2,14,640,38
0,4,21,637,38
1,4,39,450,204
1,1,23,74,25
0,4,13,640,104
1,4,24,425,130
1,4,27,560,88
1,4,28,962,318
0,1,11,640,296
1,2,26,1235,289
1,3,11,847,5
0,5,9,640,104
1,3,13,538,320
1,2,15,847,274
0,3,24,637,68
0,5,3,640,38
0,3,13,640,5
1,2,23,956,226
1,1,30,472,36
0,5,8,640,104
1,3,23,448,166
0,4,13,640,111
0,5,7,640,5
0,3,13,640,111
0,2,4,640,104
0,5,9,640,296
1,3,17,1116,38
0,2,14,640,104
1,2,24,962,88
1,3,32,846,358
0,4,30,637,111
0,2,23,640,111
1,4,23,847,38
1,2,24,1066,5
1,1,25,962,194
0,3,13,640,5
0,3,23,640,104
0,3,13,640,168
1,4,20,1038,324
1,3,24,450,88
1,3,23,975,272
0,3,14,1207,41
0,2,4,640,14
0,2,24,640,5
0,3,23,640,63
0,2,8,640,104
0,4,17,640,296
1,4,28,1269,130
0,1,9,637,346
1,2,13,958,114
0,4,25,1251,186
1,3,35,1230,187
0,5,14,637,86
1,4,11,720,114
1,4,24,847,13
1,4,25,1291,10
1,4,28,139,48
1,3,29,449,25
1,3,24,1066,98
1,4,20,214,130
0,2,11,640,41
0,3,13,640,111
1,4,13,101,289
1,3,24,698,252
1,4,13,847,165
0,1,11,640,104
1,4,25,511,88
1,4,24,125,58
1,4,26,559,177
1,3,24,847,88
1,3,24,847,98
0,1,13,640,111
0,4,14,640,104
1,3,15,1186,250
1,4,30,450,25
1,4,24,1316,307
1,3,17,307,130
0,5,2,640,5
0,1,23,637,38
0,3,23,640,167
1,3,28,1236,177
0,2,24,632,68
1,3,19,74,321
1,3,18,847,358
1,2,2,1066,165
1,4,29,847,89
1,3,36,729,206
0,1,23,640,104
1,4,32,518,166
1,3,17,847,5
1,3,24,696,25
1,4,23,895,285
0,1,11,640,139
0,5,9,640,296
0,2,15,640,337
0,3,13,632,18
0,3,13,640,11
1,1,7,1236,329
1,3,27,1038,329
0,3,21,640,38
1,4,25,1066,86
1,3,24,696,36
1,4,28,1359,353
1,3,23,1061,289
1,3,26,980,5
0,5,10,640,296
1,4,24,407,103
1,4,24,450,88
1,3,27,450,274
1,3,13,112,252
0,2,14,640,104
0,3,11,640,111
1,4,27,1066,86
1,3,24,1377,173
1,3,15,1346,5
1,3,30,1066,226
1,4,19,1294,38
0,3,14,640,265
0,1,23,637,86
1,3,24,1254,38
1,4,31,1040,318
1,2,8,1066,354
0,2,11,639,324
0,4,29,632,295
0,3,13,640,104
1,4,24,280,274
1,4,30,559,88
1,4,24,1066,130
1,2,24,696,25
1,4,27,847,38
1,4,23,1066,362
1,4,26,956,36
0,5,15,637,5
1,3,28,450,336
1,4,25,847,38
1,3,24,1197,36
1,2,23,1066,98
1,1,24,696,36
1,4,15,335,36
1,2,24,744,239
0,3,30,640,104
1,4,23,1170,307
0,5,17,640,216
1,4,25,847,318
1,4,23,720,5
0,3,27,640,167
0,2,23,632,104
1,4,25,450,307
0,4,34,640,111
1,3,21,74,307
1,4,23,811,334
1,3,25,325,5
1,4,14,847,38
1,3,29,518,5
0,2,13,640,104
0,3,13,640,216
1,4,15,249,98
1,2,11,450,88
0,4,28,1251,186
1,3,25,1066,38
0,3,13,1251,186
0,4,31,640,332
0,3,25,640,5
1,3,27,1066,289
1,4,24,450,274
0,2,19,640,216
1,3,25,755,5
1,3,24,74,307
1,4,24,1066,130
1,4,24,1066,185
1,3,29,1146,114
1,1,28,876,38
0,3,13,637,104
0,2,9,640,68
0,3,13,640,38
1,2,32,450,353
0,1,15,640,291
1,1,13,450,130
0,2,10,637,12
1,4,23,449,320
0,5,9,1251,260
1,4,34,473,36
0,4,26,640,220
1,4,35,847,358
1,2,7,696,274
1,4,28,196,36
1,4,24,333,276
1,3,26,1255,204
1,3,24,1066,274
0,4,20,640,111
0,3,26,640,216
1,3,23,74,329
0,1,11,838,291
1,4,24,734,5
0,3,13,640,63
1,3,33,1066,130
1,4,11,737,88
0,3,23,640,220
0,2,23,637,86
1,2,24,1364,33
1,1,13,1197,26
0,1,9,640,111
0,2,23,640,104
1,4,27,1235,166
1,3,31,696,239
0,5,11,640,5
1,4,24,1254,36
1,4,32,847,239
0,1,9,640,86
1,2,16,696,318
1,3,15,68,276
1,3,24,266,38
1,3,27,695,36
1,4,23,822,307
0,2,13,640,5
1,3,24,962,194
0,2,12,637,216
0,4,26,922,111
1,3,23,847,5
1,4,16,720,38
0,4,34,1250,260
0,4,30,640,139
0,3,24,640,104
1,4,24,1066,250
1,4,24,450,329
0,1,9,640,5
1,1,23,847,130
1,4,13,450,25
1,3,31,1170,329
0,4,27,640,149
1,4,17,847,150
1,2,2,847,166
0,3,24,640,38
1,4,32,1196,36
0,1,8,640,216
0,1,8,640,296
1,4,23,962,318
0,1,2,640,86
1,3,13,695,89
1,4,23,1066,86
0,3,13,1271,260
1,4,16,847,150
1,3,24,1197,5
1,2,21,1066,130
0,2,19,640,5
1,3,24,450,5
1,4,16,1066,89
1,1,23,1066,130
1,4,23,176,358
1,4,24,450,130
0,3,11,640,111
1,3,25,847,318
0,5,19,640,111
0,3,14,640,168
1,3,16,559,250
0,3,13,640,5
0,3,36,640,216
1,3,28,1066,41
0,1,3,632,149
1,4,24,131,58
0,2,2,640,216
1,3,24,1158,25
0,2,11,640,216
1,3,24,1116,98
1,4,13,112,362
1,3,24,384,278
0,4,17,640,296
1,3,26,764,329
1,3,24,450,289
1,3,26,307,114
0,3,33,637,318
0,1,23,632,41
0,1,17,637,265
0,3,13,640,104
1,4,24,787,307
1,4,26,450,358
0,1,15,640,38
1,1,11,1066,320
1,3,13,1066,98
0,4,23,640,296
1,3,21,847,163
0,3,33,1251,214
1,3,23,74,227
1,2,14,764,259
1,3,24,696,274
0,4,20,640,296
0,4,23,640,38
0,3,14,1251,211
0,4,13,1271,140
0,3,13,640,104
0,4,14,640,139
1,4,23,847,250
0,5,7,640,324
1,1,23,1158,70
0,2,23,640,5
0,2,10,640,63
0,3,13,640,63
0,3,25,640,63
1,3,24,980,200
0,3,15,640,104
0,1,23,640,5
0,2,9,640,111
1,3,25,147,88
1,2,30,450,243
1,3,24,847,5
0,1,4,640,296
0,4,13,640,5
0,2,11,640,104
1,1,31,1196,5
1,4,21,74,69
1,2,2,847,130
1,4,27,495,274
1,4,23,720,226
1,3,26,27,38
0,2,23,640,41
0,4,13,637,41
0,2,7,640,104
0,5,16,640,5
0,5,4,640,68
1,4,28,1066,324
1,4,25,450,36
1,3,23,1066,130
1,3,23,1212,5
0,4,13,640,104
1,3,23,74,38
1,3,28,847,38
1,3,20,1066,320
1,3,23,1255,329
1,4,11,450,25
0,5,24,640,5
0,4,13,640,220
1,3,23,1365,36
1,4,13,407,58
0,2,1,640,5
0,5,8,640,38
0,4,28,640,104
0,4,23,640,139
1,2,11,891,334
0,1,13,639,111
0,1,24,640,296
1,3,23,1365,5
0,1,23,640,220
1,3,26,847,130
1,4,24,896,5
1,3,27,125,346
0,4,14,640,296
1,3,11,180,114
1,3,25,696,25
1,4,30,438,130
1,3,24,1262,88
0,4,14,640,104
0,1,24,640,38
1,3,23,1066,86
0,2,24,1207,41
1,4,32,847,38
1,2,28,196,36
0,3,23,640,167
0,2,15,640,111
0,4,26,640,296
1,4,23,1066,130
0,3,24,640,104
0,3,13,640,215
0,4,26,640,216
1,4,16,847,130
1,1,11,450,88
0,3,15,632,5
1,4,26,695,25
1,1,25,695,5
1,1,26,464,89
1,3,23,55,98
1,3,23,764,169
0,3,25,640,111
1,3,25,1005,130
1,2,23,450,88
0,4,24,640,63
0,1,13,640,5
1,1,25,450,329
0,3,36,637,111
0,3,17,640,216
0,1,9,640,111
0,2,23,640,216
1,3,24,307,320
1,3,28,890,130
0,3,14,640,63
1,3,16,101,230
0,4,23,640,216
0,3,13,640,151
0,1,23,1207,41
1,4,20,406,320
0,1,15,640,139
1,3,23,956,36
0,3,11,1251,59
1,3,24,700,252
1,3,15,847,5
0,1,9,640,216
1,4,24,1066,86
0,1,13,640,216
1,4,23,74,48
1,3,17,955,36
0,2,8,640,5
1,4,23,1066,289
1,3,25,376,88
0,3,13,632,41
1,3,24,1066,98
1,2,17,449,274
1,4,24,862,38
1,4,21,1066,324
1,4,11,847,165
1,3,11,696,25
1,3,14,1193,276
0,3,24,640,220
0,1,23,632,111
1,2,15,907,130
0,4,35,1103,104
0,4,23,640,306
1,4,13,214,114
1,4,25,1196,25
0,4,28,640,104
1,4,30,1255,318
1,3,23,450,5
0,1,13,640,5
1,3,13,1116,38
0,4,28,640,306
0,4,23,640,104
0,3,28,640,216
1,3,24,74,25
1,4,13,438,274
0,1,11,637,5
1,2,17,1066,38
1,3,27,37,318
1,4,31,907,239
1,2,23,1091,289
1,3,24,124,48
1,4,26,1319,131
1,1,30,1066,86
1,3,27,1197,36
1,3,24,847,5
0,1,9,640,38
0,2,11,640,216
1,3,23,463,289
1,3,16,425,130
1,2,23,696,36
1,4,24,1197,36
0,1,24,640,139
0,1,11,637,111
1,2,29,450,36
1,4,29,1235,38
0,3,17,640,104
0,4,13,640,68
1,1,23,1066,130
0,4,13,632,63
1,3,25,1291,38
0,1,9,640,296
1,3,13,597,318
1,2,11,125,37
0,1,4,640,104
1,3,24,1066,86
0,3,15,640,5
0,3,28,640,38
0,1,11,640,216
1,3,24,1066,98
1,2,34,450,252
0,5,8,640,14
1,3,23,774,353
1,4,23,1291,130
0,3,15,640,63
1,1,25,450,274
1,3,11,720,98
1,4,23,610,320
1,1,13,74,274
0,2,28,640,104
0,3,25,922,104
1,2,25,380,86
1,2,24,847,274
0,3,13,637,104
0,5,10,640,5
1,2,23,1246,38
1,4,22,720,226
0,3,33,640,104
0,2,24,640,216
1,3,24,695,88
1,4,16,307,130
0,4,13,640,296
1,2,16,1066,131
1,4,27,955,25
1,4,24,459,163
0,3,13,640,104
0,3,13,640,104
1,4,16,847,137
0,3,14,640,195
0,3,24,640,111
1,3,27,696,25
1,1,31,54,38
0,1,9,640,291
0,5,3,640,5
0,1,23,640,104
1,3,25,811,130
1,3,32,1170,354
1,4,24,1255,38
0,3,24,640,5
0,4,32,640,111
0,2,10,640,104
0,5,7,640,104
1,3,26,55,250
1,3,16,972,318
1,1,8,469,318
0,1,10,640,63
1,4,28,1066,38
1,4,31,1197,36
1,4,11,1365,166
0,3,14,640,5
1,4,32,407,326
0,1,11,640,296
1,3,27,1066,130
1,3,25,1066,320
1,3,29,196,36
1,2,27,548,307
0,2,15,640,195
1,3,13,74,274
1,4,24,1066,318
1,3,23,1082,276
1,4,23,988,31
1,2,11,547,274
1,4,32,689,89
0,3,34,640,220
0,2,10,640,63
0,4,19,637,38
0,5,23,640,104
0,1,24,640,86
1,4,24,450,274
0,2,10,632,197
1,2,15,878,88
0,3,24,640,5
0,1,8,640,167
0,3,16,1251,186
1,1,37,847,150
0,3,16,640,216
0,1,17,640,104
0,1,10,640,265
1,4,13,450,330
1,4,24,1066,88
0,4,13,922,111
0,5,7,640,194
1,2,27,1066,354
1,4,13,401,276
1,2,32,962,274
0,3,17,640,216
0,5,7,640,216
1,1,13,125,354
0,4,13,640,291
1,4,13,407,330
0,1,15,637,104
0,4,13,640,111
1,3,19,907,98
1,2,24,1116,230
1,3,23,74,57
0,1,17,637,104
1,4,26,989,240
0,1,25,640,291
0,1,9,640,291
1,3,23,1066,86
0,1,14,637,5
1,1,38,847,150
0,3,17,640,104
0,5,4,640,216
1,2,27,726,128
1,4,23,924,318
1,2,26,450,307
1,4,15,1196,25
0,1,11,632,38
1,3,32,504,5
1,3,19,663,329
1,3,25,887,88
1,4,33,1032,320
0,3,13,640,16
1,4,23,1149,274
1,3,35,1236,329
1,3,26,450,36
1,3,23,1057,307
1,3,28,847,130
0,1,24,640,63
1,4,25,1091,289
1,1,15,1235,329
0,3,13,640,216
1,3,29,696,37
0,3,17,640,63
0,3,15,640,111
1,4,23,962,318
0,3,23,640,5
0,3,16,640,41
0,1,10,640,291
0,4,26,640,38
0,2,14,640,104
0,3,13,640,5
1,1,25,1066,88
0,2,13,640,104
1,4,32,450,38
1,2,24,1066,10
0,2,8,640,104
1,2,25,450,130
0,1,23,636,38
1,4,29,847,38
1,4,24,1066,89
0,1,13,640,139
0,2,10,639,63
1,3,18,1197,88
0,4,26,1251,297
1,3,15,64,30
1,2,11,1066,86
0,4,13,640,5
1,1,25,450,88
1,4,23,85,307
1,4,28,45,185
1,4,25,873,5
0,4,25,640,86
0,3,24,640,111
1,4,25,1144,89
1,4,18,103,289
1,3,24,101,131
1,4,18,249,38
0,2,13,640,104
0,3,23,640,38
1,4,17,1066,38
0,4,13,640,38
1,3,13,450,307
0,4,28,640,320
0,3,29,640,41
1,2,24,1066,250
1,4,11,707,114
1,2,32,450,88
0,3,13,640,111
0,3,14,640,5
1,4,26,450,114
0,2,9,640,41
0,4,13,640,296
1,3,23,450,276
0,4,23,640,291
0,4,23,640,5
1,1,19,939,130
0,4,25,640,5
1,4,26,695,25
0,4,13,640,5
1,4,27,862,307
1,4,28,1365,88
0,5,23,640,320
1,1,14,1066,86
1,3,23,1263,38
0,1,15,640,104
1,2,24,450,130
1,3,21,469,5
1,1,14,847,5
1,2,13,847,329
1,3,21,847,38
0,1,7,640,104
0,4,13,640,111
0,3,13,637,86
1,3,26,1365,342
0,3,30,640,38
1,3,27,449,289
0,2,23,640,111
1,3,29,1235,204
0,4,13,640,5
1,4,13,450,320
0,5,24,640,38
1,2,7,54,179
1,4,23,755,38
0,3,25,1251,205
0,2,19,640,332
1,4,16,450,274
1,4,24,1066,329
0,1,8,640,296
1,3,30,956,25
1,4,23,1170,36
1,3,26,1273,166
0,3,28,640,104
1,4,35,1374,194
0,1,23,640,291
1,3,25,1255,204
1,4,20,1066,324
0,5,23,1251,211
1,4,25,491,318
1,4,28,379,5
1,4,11,811,165
1,4,38,463,131
1,3,22,1066,185
1,3,24,847,38
1,3,24,450,131
0,2,11,640,68
1,2,24,227,25
1,4,15,936,307
0,2,30,640,38
1,4,25,450,307
1,3,18,823,320
1,3,27,125,58
0,2,9,640,41
0,1,23,1251,297
1,3,26,155,354
0,3,24,640,267
1,4,30,27,353
1,4,15,730,89
0,1,32,632,139
0,4,13,640,291
0,2,2,640,38
0,1,13,640,5
0,3,13,640,68
0,3,32,640,186
0,3,13,640,216
0,3,16,1251,186
0,3,23,640,216
1,3,24,450,131
1,3,13,665,312
1,4,13,847,38
1,3,22,980,31
1,3,24,1038,353
1,2,24,1066,41
1,3,17,253,98
1,4,26,463,5
0,4,24,640,291
0,4,17,640,104
0,4,13,640,38
1,4,23,1066,289
1,3,23,450,89
0,4,24,640,111
1,3,23,559,130
0,5,8,640,329
1,3,24,450,274
1,4,23,1068,320
0,3,14,640,104
1,4,30,1365,25
1,3,18,450,307
0,1,7,640,111
0,3,14,640,111
0,1,11,632,63
1,4,13,73,98
1,2,23,1066,38
1,3,25,559,130
1,4,11,450,130
1,3,13,860,5
1,3,19,19,36
0,1,7,640,5
1,3,24,183,38
0,2,14,640,38
0,4,23,640,5
1,2,18,549,289
0,3,15,632,5
0,1,9,640,63
0,5,5,640,63
1,3,24,293,329
1,3,24,504,88
0,2,7,640,216
1,2,13,696,254
0,3,15,640,216
1,4,13,249,38
1,2,23,469,250
0,4,21,1207,41
1,2,26,1158,38
1,4,24,869,226
0,5,24,640,195
0,2,10,640,104
0,3,13,640,86
0,4,13,640,38
0,4,13,640,296
0,4,11,637,104
1,4,13,847,226
0,3,13,640,168
0,4,13,640,68
0,4,13,640,139
1,4,26,1255,318
0,4,13,639,111
0,4,14,640,104
1,2,11,1066,98
0,2,11,640,63
1,3,24,1066,324
1,3,27,1170,307
0,3,13,640,86
1,3,24,893,38
0,3,27,640,224
0,4,13,640,104
0,3,13,640,68
1,2,24,307,250
0,1,15,640,5
1,3,13,597,130
1,4,24,602,130
1,3,23,1066,250
1,4,38,210,318
1,2,32,297,38
1,3,25,1066,10
1,3,11,847,38
1,4,23,847,88
0,2,13,640,111
0,2,9,1250,260
1,3,27,450,329
1,3,24,1319,131
0,3,17,640,41
0,2,13,640,38
0,4,23,640,220
0,4,18,1207,41
0,4,15,640,111
1,3,25,1136,274
1,4,24,517,165
0,2,32,637,63
1,1,19,167,38
0,3,14,640,104
1,3,23,1099,308
1,3,29,1197,33
1,2,16,219,114
1,4,23,1197,25
0,2,24,640,63
0,4,23,640,41
0,2,23,640,5
1,1,14,125,89
0,4,13,640,296
0,3,14,640,111
0,3,30,640,111
0,3,25,640,86
0,4,13,640,5
0,5,3,640,5
0,2,13,637,167
1,4,33,494,274
1,2,20,696,114
1,4,14,604,130
0,3,14,640,220
0,4,29,632,296
0,3,26,632,194
1,3,23,1255,38
1,4,13,463,25
0,4,26,640,296
1,3,27,249,307
1,3,13,890,38
1,2,11,450,130
0,4,31,640,104
0,4,13,640,104
1,4,32,1066,289
1,2,11,1066,88
1,3,25,499,38
0,5,11,640,104
1,1,7,847,114
0,4,13,637,139
0,1,24,637,139
0,1,13,640,104
0,2,9,640,216
0,1,17,637,5
1,2,32,450,320
1,2,35,450,88
0,2,7,640,104
1,4,15,1170,38
0,4,24,637,85
0,4,24,640,104
1,3,25,307,98
